statecode,date,state,delta,confirmed,population,cases_per_mil
AN,2020-03-26,Andaman and Nicobar Islands,1,1,380581,2.6275615440602658
AN,2020-03-27,Andaman and Nicobar Islands,5,6,380581,13.137807720301328
AN,2020-03-28,Andaman and Nicobar Islands,3,9,380581,7.882684632180797
AN,2020-03-29,Andaman and Nicobar Islands,0,9,380581,0.0
AN,2020-03-30,Andaman and Nicobar Islands,1,10,380581,2.6275615440602658
AN,2020-03-31,Andaman and Nicobar Islands,0,10,380581,0.0
AN,2020-04-01,Andaman and Nicobar Islands,0,10,380581,0.0
AN,2020-04-02,Andaman and Nicobar Islands,0,10,380581,0.0
AN,2020-04-03,Andaman and Nicobar Islands,0,10,380581,0.0
AN,2020-04-04,Andaman and Nicobar Islands,0,10,380581,0.0
AN,2020-04-05,Andaman and Nicobar Islands,0,10,380581,0.0
AN,2020-04-06,Andaman and Nicobar Islands,0,10,380581,0.0
AN,2020-04-07,Andaman and Nicobar Islands,0,10,380581,0.0
AN,2020-04-08,Andaman and Nicobar Islands,1,11,380581,2.6275615440602658
AN,2020-04-09,Andaman and Nicobar Islands,0,11,380581,0.0
AN,2020-04-10,Andaman and Nicobar Islands,0,11,380581,0.0
AN,2020-04-11,Andaman and Nicobar Islands,0,11,380581,0.0
AN,2020-04-12,Andaman and Nicobar Islands,0,11,380581,0.0
AN,2020-04-13,Andaman and Nicobar Islands,0,11,380581,0.0
AN,2020-04-14,Andaman and Nicobar Islands,0,11,380581,0.0
AN,2020-04-15,Andaman and Nicobar Islands,0,11,380581,0.0
AN,2020-04-16,Andaman and Nicobar Islands,0,11,380581,0.0
AN,2020-04-17,Andaman and Nicobar Islands,1,12,380581,2.6275615440602658
AN,2020-04-18,Andaman and Nicobar Islands,2,14,380581,5.2551230881205315
AN,2020-04-19,Andaman and Nicobar Islands,1,15,380581,2.6275615440602658
AN,2020-04-20,Andaman and Nicobar Islands,1,16,380581,2.6275615440602658
AN,2020-04-21,Andaman and Nicobar Islands,1,17,380581,2.6275615440602658
AN,2020-04-22,Andaman and Nicobar Islands,1,18,380581,2.6275615440602658
AN,2020-04-23,Andaman and Nicobar Islands,4,22,380581,10.510246176241063
AN,2020-04-24,Andaman and Nicobar Islands,7,29,380581,18.392930808421863
AN,2020-04-25,Andaman and Nicobar Islands,4,33,380581,10.510246176241063
AN,2020-04-26,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-04-27,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-04-28,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-04-29,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-04-30,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-01,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-02,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-03,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-04,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-05,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-06,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-07,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-08,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-09,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-10,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-11,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-12,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-13,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-14,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-15,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-16,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-17,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-18,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-19,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-20,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-21,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-22,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-23,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-24,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-25,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-26,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-27,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-28,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-29,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-30,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-05-31,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-06-01,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-06-02,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-06-03,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-06-04,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-06-05,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-06-06,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-06-07,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-06-08,Andaman and Nicobar Islands,0,33,380581,0.0
AN,2020-06-09,Andaman and Nicobar Islands,1,34,380581,2.6275615440602658
AN,2020-06-10,Andaman and Nicobar Islands,1,35,380581,2.6275615440602658
AN,2020-06-11,Andaman and Nicobar Islands,3,38,380581,7.882684632180797
AN,2020-06-12,Andaman and Nicobar Islands,0,38,380581,0.0
AN,2020-06-13,Andaman and Nicobar Islands,0,38,380581,0.0
AN,2020-06-14,Andaman and Nicobar Islands,2,40,380581,5.2551230881205315
AN,2020-06-15,Andaman and Nicobar Islands,1,41,380581,2.6275615440602658
AN,2020-06-16,Andaman and Nicobar Islands,3,44,380581,7.882684632180797
AN,2020-06-17,Andaman and Nicobar Islands,0,44,380581,0.0
AN,2020-06-18,Andaman and Nicobar Islands,1,45,380581,2.6275615440602658
AN,2020-06-19,Andaman and Nicobar Islands,2,47,380581,5.2551230881205315
AN,2020-06-20,Andaman and Nicobar Islands,0,47,380581,0.0
AN,2020-06-21,Andaman and Nicobar Islands,1,48,380581,2.6275615440602658
AN,2020-06-22,Andaman and Nicobar Islands,0,48,380581,0.0
AN,2020-06-23,Andaman and Nicobar Islands,2,50,380581,5.2551230881205315
AN,2020-06-24,Andaman and Nicobar Islands,6,56,380581,15.765369264361594
AN,2020-06-25,Andaman and Nicobar Islands,2,58,380581,5.2551230881205315
AN,2020-06-26,Andaman and Nicobar Islands,14,72,380581,36.785861616843725
AN,2020-06-27,Andaman and Nicobar Islands,0,72,380581,0.0
AN,2020-06-28,Andaman and Nicobar Islands,11,83,380581,28.90317698466292
AP,2020-03-12,Andhra Pradesh,1,1,49577103,0.02017060173927468
AP,2020-03-13,Andhra Pradesh,0,1,49577103,0.0
AP,2020-03-14,Andhra Pradesh,0,1,49577103,0.0
AP,2020-03-15,Andhra Pradesh,0,1,49577103,0.0
AP,2020-03-16,Andhra Pradesh,0,1,49577103,0.0
AP,2020-03-17,Andhra Pradesh,0,1,49577103,0.0
AP,2020-03-18,Andhra Pradesh,0,1,49577103,0.0
AP,2020-03-19,Andhra Pradesh,2,3,49577103,0.04034120347854936
AP,2020-03-20,Andhra Pradesh,0,3,49577103,0.0
AP,2020-03-21,Andhra Pradesh,2,5,49577103,0.04034120347854936
AP,2020-03-22,Andhra Pradesh,1,6,49577103,0.02017060173927468
AP,2020-03-23,Andhra Pradesh,1,7,49577103,0.02017060173927468
AP,2020-03-24,Andhra Pradesh,1,8,49577103,0.02017060173927468
AP,2020-03-25,Andhra Pradesh,2,10,49577103,0.04034120347854936
AP,2020-03-26,Andhra Pradesh,1,11,49577103,0.02017060173927468
AP,2020-03-27,Andhra Pradesh,2,13,49577103,0.04034120347854936
AP,2020-03-28,Andhra Pradesh,6,19,49577103,0.12102361043564808
AP,2020-03-29,Andhra Pradesh,2,21,49577103,0.04034120347854936
AP,2020-03-30,Andhra Pradesh,2,23,49577103,0.04034120347854936
AP,2020-03-31,Andhra Pradesh,21,44,49577103,0.4235826365247683
AP,2020-04-01,Andhra Pradesh,67,111,49577103,1.3514303165314037
AP,2020-04-02,Andhra Pradesh,38,149,49577103,0.7664828660924379
AP,2020-04-03,Andhra Pradesh,15,164,49577103,0.3025590260891202
AP,2020-04-04,Andhra Pradesh,28,192,49577103,0.5647768486996911
AP,2020-04-05,Andhra Pradesh,64,256,49577103,1.2909185113135795
AP,2020-04-06,Andhra Pradesh,47,303,49577103,0.9480182817459101
AP,2020-04-07,Andhra Pradesh,11,314,49577103,0.22187661913202147
AP,2020-04-08,Andhra Pradesh,34,348,49577103,0.6858004591353392
AP,2020-04-09,Andhra Pradesh,15,363,49577103,0.3025590260891202
AP,2020-04-10,Andhra Pradesh,18,381,49577103,0.36307083130694423
AP,2020-04-11,Andhra Pradesh,24,405,49577103,0.4840944417425923
AP,2020-04-12,Andhra Pradesh,15,420,49577103,0.3025590260891202
AP,2020-04-13,Andhra Pradesh,19,439,49577103,0.38324143304621894
AP,2020-04-14,Andhra Pradesh,45,484,49577103,0.9076770782673607
AP,2020-04-15,Andhra Pradesh,41,525,49577103,0.8269946713102619
AP,2020-04-16,Andhra Pradesh,9,534,49577103,0.18153541565347212
AP,2020-04-17,Andhra Pradesh,38,572,49577103,0.7664828660924379
AP,2020-04-18,Andhra Pradesh,31,603,49577103,0.6252886539175151
AP,2020-04-19,Andhra Pradesh,44,647,49577103,0.8875064765280859
AP,2020-04-20,Andhra Pradesh,75,722,49577103,1.512795130445601
AP,2020-04-21,Andhra Pradesh,35,757,49577103,0.7059710608746139
AP,2020-04-22,Andhra Pradesh,56,813,49577103,1.1295536973993823
AP,2020-04-23,Andhra Pradesh,80,893,49577103,1.6136481391419746
AP,2020-04-24,Andhra Pradesh,62,955,49577103,1.2505773078350302
AP,2020-04-25,Andhra Pradesh,61,1016,49577103,1.2304067060957555
AP,2020-04-26,Andhra Pradesh,81,1097,49577103,1.6338187408812492
AP,2020-04-27,Andhra Pradesh,80,1177,49577103,1.6136481391419746
AP,2020-04-28,Andhra Pradesh,82,1259,49577103,1.6539893426205239
AP,2020-04-29,Andhra Pradesh,73,1332,49577103,1.4724539269670516
AP,2020-04-30,Andhra Pradesh,71,1403,49577103,1.4321127234885025
AP,2020-05-01,Andhra Pradesh,60,1463,49577103,1.2102361043564809
AP,2020-05-02,Andhra Pradesh,62,1525,49577103,1.2505773078350302
AP,2020-05-03,Andhra Pradesh,58,1583,49577103,1.1698949008779316
AP,2020-05-04,Andhra Pradesh,67,1650,49577103,1.3514303165314037
AP,2020-05-05,Andhra Pradesh,67,1717,49577103,1.3514303165314037
AP,2020-05-06,Andhra Pradesh,60,1777,49577103,1.2102361043564809
AP,2020-05-07,Andhra Pradesh,56,1833,49577103,1.1295536973993823
AP,2020-05-08,Andhra Pradesh,54,1887,49577103,1.0892124939208327
AP,2020-05-09,Andhra Pradesh,43,1930,49577103,0.8673358747888112
AP,2020-05-10,Andhra Pradesh,50,1980,49577103,1.008530086963734
AP,2020-05-11,Andhra Pradesh,38,2018,49577103,0.7664828660924379
AP,2020-05-12,Andhra Pradesh,71,2089,49577103,1.4321127234885025
AP,2020-05-13,Andhra Pradesh,48,2137,49577103,0.9681888834851846
AP,2020-05-14,Andhra Pradesh,68,2205,49577103,1.3716009182706783
AP,2020-05-15,Andhra Pradesh,102,2307,49577103,2.0574013774060176
AP,2020-05-16,Andhra Pradesh,48,2355,49577103,0.9681888834851846
AP,2020-05-17,Andhra Pradesh,25,2380,49577103,0.504265043481867
AP,2020-05-18,Andhra Pradesh,52,2432,49577103,1.0488712904422834
AP,2020-05-19,Andhra Pradesh,57,2489,49577103,1.149724299138657
AP,2020-05-20,Andhra Pradesh,71,2560,49577103,1.4321127234885025
AP,2020-05-21,Andhra Pradesh,45,2605,49577103,0.9076770782673607
AP,2020-05-22,Andhra Pradesh,62,2667,49577103,1.2505773078350302
AP,2020-05-23,Andhra Pradesh,47,2714,49577103,0.9480182817459101
AP,2020-05-24,Andhra Pradesh,66,2780,49577103,1.331259714792129
AP,2020-05-25,Andhra Pradesh,106,2886,49577103,2.138083784363116
AP,2020-05-26,Andhra Pradesh,97,2983,49577103,1.956548368709644
AP,2020-05-27,Andhra Pradesh,134,3117,49577103,2.7028606330628073
AP,2020-05-28,Andhra Pradesh,128,3245,49577103,2.581837022627159
AP,2020-05-29,Andhra Pradesh,85,3330,49577103,1.7145011478383478
AP,2020-05-30,Andhra Pradesh,131,3461,49577103,2.642348827844983
AP,2020-05-31,Andhra Pradesh,110,3571,49577103,2.218766191320215
AP,2020-06-01,Andhra Pradesh,105,3676,49577103,2.117913182623841
AP,2020-06-02,Andhra Pradesh,115,3791,49577103,2.319619200016588
AP,2020-06-03,Andhra Pradesh,180,3971,49577103,3.6307083130694426
AP,2020-06-04,Andhra Pradesh,141,4112,49577103,2.84405484523773
AP,2020-06-05,Andhra Pradesh,138,4250,49577103,2.783543040019906
AP,2020-06-06,Andhra Pradesh,210,4460,49577103,4.235826365247682
AP,2020-06-07,Andhra Pradesh,199,4659,49577103,4.013949746115661
AP,2020-06-08,Andhra Pradesh,154,4813,49577103,3.106272667848301
AP,2020-06-09,Andhra Pradesh,69,4882,49577103,1.391771520009953
AP,2020-06-10,Andhra Pradesh,365,5247,49577103,7.3622696348352585
AP,2020-06-11,Andhra Pradesh,182,5429,49577103,3.671049516547992
AP,2020-06-12,Andhra Pradesh,207,5636,49577103,4.175314560029859
AP,2020-06-13,Andhra Pradesh,222,5858,49577103,4.477873586118979
AP,2020-06-14,Andhra Pradesh,294,6152,49577103,5.9301569113467565
AP,2020-06-15,Andhra Pradesh,304,6456,49577103,6.131862928739503
AP,2020-06-16,Andhra Pradesh,264,6720,49577103,5.325038859168516
AP,2020-06-17,Andhra Pradesh,351,7071,49577103,7.079881210485413
AP,2020-06-18,Andhra Pradesh,425,7496,49577103,8.57250573919174
AP,2020-06-19,Andhra Pradesh,465,7961,49577103,9.379329808762726
AP,2020-06-20,Andhra Pradesh,491,8452,49577103,9.903765453983869
AP,2020-06-21,Andhra Pradesh,477,8929,49577103,9.621377029634024
AP,2020-06-22,Andhra Pradesh,443,9372,49577103,8.935576570498682
AP,2020-06-23,Andhra Pradesh,462,9834,49577103,9.318818003544903
AP,2020-06-24,Andhra Pradesh,497,10331,49577103,10.024789064419517
AP,2020-06-25,Andhra Pradesh,553,10884,49577103,11.1543427618189
AP,2020-06-26,Andhra Pradesh,605,11489,49577103,12.203214052261183
AP,2020-06-27,Andhra Pradesh,796,12285,49577103,16.055798984462644
AP,2020-06-28,Andhra Pradesh,813,13098,49577103,16.398699214030316
AR,2020-04-02,Arunachal Pradesh,1,1,1383727,0.7226859055290531
AR,2020-04-03,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-04,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-05,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-06,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-07,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-08,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-09,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-10,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-11,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-12,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-13,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-14,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-15,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-16,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-17,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-18,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-19,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-20,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-21,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-22,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-23,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-24,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-25,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-26,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-27,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-28,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-29,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-04-30,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-01,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-02,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-03,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-04,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-05,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-06,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-07,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-08,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-09,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-10,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-11,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-12,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-13,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-14,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-15,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-16,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-17,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-18,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-19,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-20,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-21,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-22,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-23,Arunachal Pradesh,0,1,1383727,0.0
AR,2020-05-24,Arunachal Pradesh,1,2,1383727,0.7226859055290531
AR,2020-05-25,Arunachal Pradesh,0,2,1383727,0.0
AR,2020-05-26,Arunachal Pradesh,0,2,1383727,0.0
AR,2020-05-27,Arunachal Pradesh,0,2,1383727,0.0
AR,2020-05-28,Arunachal Pradesh,1,3,1383727,0.7226859055290531
AR,2020-05-29,Arunachal Pradesh,0,3,1383727,0.0
AR,2020-05-30,Arunachal Pradesh,1,4,1383727,0.7226859055290531
AR,2020-05-31,Arunachal Pradesh,0,4,1383727,0.0
AR,2020-06-01,Arunachal Pradesh,18,22,1383727,13.008346299522955
AR,2020-06-02,Arunachal Pradesh,2,24,1383727,1.4453718110581062
AR,2020-06-03,Arunachal Pradesh,10,34,1383727,7.2268590552905305
AR,2020-06-04,Arunachal Pradesh,5,39,1383727,3.6134295276452653
AR,2020-06-05,Arunachal Pradesh,4,43,1383727,2.8907436221162124
AR,2020-06-06,Arunachal Pradesh,2,45,1383727,1.4453718110581062
AR,2020-06-07,Arunachal Pradesh,3,48,1383727,2.168057716587159
AR,2020-06-08,Arunachal Pradesh,6,54,1383727,4.336115433174318
AR,2020-06-09,Arunachal Pradesh,0,54,1383727,0.0
AR,2020-06-10,Arunachal Pradesh,4,58,1383727,2.8907436221162124
AR,2020-06-11,Arunachal Pradesh,6,64,1383727,4.336115433174318
AR,2020-06-12,Arunachal Pradesh,19,83,1383727,13.731032205052008
AR,2020-06-13,Arunachal Pradesh,5,88,1383727,3.6134295276452653
AR,2020-06-14,Arunachal Pradesh,3,91,1383727,2.168057716587159
AR,2020-06-15,Arunachal Pradesh,4,95,1383727,2.8907436221162124
AR,2020-06-16,Arunachal Pradesh,4,99,1383727,2.8907436221162124
AR,2020-06-17,Arunachal Pradesh,4,103,1383727,2.8907436221162124
AR,2020-06-18,Arunachal Pradesh,0,103,1383727,0.0
AR,2020-06-19,Arunachal Pradesh,32,135,1383727,23.1259489769297
AR,2020-06-20,Arunachal Pradesh,0,135,1383727,0.0
AR,2020-06-21,Arunachal Pradesh,4,139,1383727,2.8907436221162124
AR,2020-06-22,Arunachal Pradesh,9,148,1383727,6.504173149761478
AR,2020-06-23,Arunachal Pradesh,10,158,1383727,7.2268590552905305
AR,2020-06-24,Arunachal Pradesh,2,160,1383727,1.4453718110581062
AR,2020-06-25,Arunachal Pradesh,12,172,1383727,8.672230866348636
AR,2020-06-26,Arunachal Pradesh,2,174,1383727,1.4453718110581062
AR,2020-06-27,Arunachal Pradesh,3,177,1383727,2.168057716587159
AR,2020-06-28,Arunachal Pradesh,5,182,1383727,3.6134295276452653
AS,2020-03-31,Assam,1,1,31205576,0.03204555493543846
AS,2020-04-01,Assam,15,16,31205576,0.48068332403157693
AS,2020-04-02,Assam,0,16,31205576,0.0
AS,2020-04-03,Assam,7,23,31205576,0.22431888454806925
AS,2020-04-04,Assam,3,26,31205576,0.09613666480631539
AS,2020-04-05,Assam,0,26,31205576,0.0
AS,2020-04-06,Assam,0,26,31205576,0.0
AS,2020-04-07,Assam,2,28,31205576,0.06409110987087692
AS,2020-04-08,Assam,0,28,31205576,0.0
AS,2020-04-09,Assam,1,29,31205576,0.03204555493543846
AS,2020-04-10,Assam,0,29,31205576,0.0
AS,2020-04-11,Assam,0,29,31205576,0.0
AS,2020-04-12,Assam,1,30,31205576,0.03204555493543846
AS,2020-04-13,Assam,2,32,31205576,0.06409110987087692
AS,2020-04-14,Assam,1,33,31205576,0.03204555493543846
AS,2020-04-15,Assam,0,33,31205576,0.0
AS,2020-04-16,Assam,2,35,31205576,0.06409110987087692
AS,2020-04-17,Assam,0,35,31205576,0.0
AS,2020-04-18,Assam,0,35,31205576,0.0
AS,2020-04-19,Assam,0,35,31205576,0.0
AS,2020-04-20,Assam,0,35,31205576,0.0
AS,2020-04-21,Assam,0,35,31205576,0.0
AS,2020-04-22,Assam,0,35,31205576,0.0
AS,2020-04-23,Assam,1,36,31205576,0.03204555493543846
AS,2020-04-24,Assam,0,36,31205576,0.0
AS,2020-04-25,Assam,0,36,31205576,0.0
AS,2020-04-26,Assam,0,36,31205576,0.0
AS,2020-04-27,Assam,0,36,31205576,0.0
AS,2020-04-28,Assam,2,38,31205576,0.06409110987087692
AS,2020-04-29,Assam,0,38,31205576,0.0
AS,2020-04-30,Assam,5,43,31205576,0.1602277746771923
AS,2020-05-01,Assam,0,43,31205576,0.0
AS,2020-05-02,Assam,0,43,31205576,0.0
AS,2020-05-03,Assam,0,43,31205576,0.0
AS,2020-05-04,Assam,0,43,31205576,0.0
AS,2020-05-05,Assam,2,45,31205576,0.06409110987087692
AS,2020-05-06,Assam,1,46,31205576,0.03204555493543846
AS,2020-05-07,Assam,8,54,31205576,0.2563644394835077
AS,2020-05-08,Assam,6,60,31205576,0.19227332961263077
AS,2020-05-09,Assam,2,62,31205576,0.06409110987087692
AS,2020-05-10,Assam,1,63,31205576,0.03204555493543846
AS,2020-05-11,Assam,2,65,31205576,0.06409110987087692
AS,2020-05-12,Assam,0,65,31205576,0.0
AS,2020-05-13,Assam,15,80,31205576,0.48068332403157693
AS,2020-05-14,Assam,7,87,31205576,0.22431888454806925
AS,2020-05-15,Assam,3,90,31205576,0.09613666480631539
AS,2020-05-16,Assam,3,93,31205576,0.09613666480631539
AS,2020-05-17,Assam,8,101,31205576,0.2563644394835077
AS,2020-05-18,Assam,15,116,31205576,0.48068332403157693
AS,2020-05-19,Assam,42,158,31205576,1.3459133072884153
AS,2020-05-20,Assam,31,189,31205576,0.9934122029985922
AS,2020-05-21,Assam,22,211,31205576,0.7050022085796461
AS,2020-05-22,Assam,15,226,31205576,0.48068332403157693
AS,2020-05-23,Assam,121,347,31205576,3.877512147188054
AS,2020-05-24,Assam,46,393,31205576,1.4740955270301692
AS,2020-05-25,Assam,156,549,31205576,4.999106569928401
AS,2020-05-26,Assam,134,683,31205576,4.294104361348754
AS,2020-05-27,Assam,101,784,31205576,3.236601048479285
AS,2020-05-28,Assam,97,881,31205576,3.108418828737531
AS,2020-05-29,Assam,177,1058,31205576,5.672063223572607
AS,2020-05-30,Assam,159,1217,31205576,5.095243234734715
AS,2020-05-31,Assam,123,1340,31205576,3.9416032570589308
AS,2020-06-01,Assam,146,1486,31205576,4.678651020574015
AS,2020-06-02,Assam,74,1560,31205576,2.3713710652224465
AS,2020-06-03,Assam,271,1831,31205576,8.684345387503823
AS,2020-06-04,Assam,285,2116,31205576,9.132983156599963
AS,2020-06-05,Assam,128,2244,31205576,4.101831031736123
AS,2020-06-06,Assam,230,2474,31205576,7.370477635150846
AS,2020-06-07,Assam,208,2682,31205576,6.6654754265711995
AS,2020-06-08,Assam,154,2836,31205576,4.935015460057523
AS,2020-06-09,Assam,215,3051,31205576,6.889794311119269
AS,2020-06-10,Assam,235,3286,31205576,7.530705409828038
AS,2020-06-11,Assam,145,3431,31205576,4.646605465638577
AS,2020-06-12,Assam,263,3694,31205576,8.427980948020315
AS,2020-06-13,Assam,207,3901,31205576,6.633429871635761
AS,2020-06-14,Assam,218,4119,31205576,6.9859309759255845
AS,2020-06-15,Assam,191,4310,31205576,6.120700992668746
AS,2020-06-16,Assam,201,4511,31205576,6.441156542023132
AS,2020-06-17,Assam,184,4695,31205576,5.896382108120677
AS,2020-06-18,Assam,209,4904,31205576,6.6975209815066385
AS,2020-06-19,Assam,102,5006,31205576,3.268646603414723
AS,2020-06-20,Assam,249,5255,31205576,7.979343178924176
AS,2020-06-21,Assam,332,5587,31205576,10.63912423856557
AS,2020-06-22,Assam,267,5854,31205576,8.55616316776207
AS,2020-06-23,Assam,203,6057,31205576,6.505247651894008
AS,2020-06-24,Assam,226,6283,31205576,7.242295415409092
AS,2020-06-25,Assam,364,6647,31205576,11.6645819964996
AS,2020-06-26,Assam,273,6920,31205576,8.7484364973747
AS,2020-06-27,Assam,246,7166,31205576,7.8832065141178616
AS,2020-06-28,Assam,0,7166,31205576,0.0
BR,2020-03-22,Bihar,2,2,104099452,0.019212397006662437
BR,2020-03-23,Bihar,1,3,104099452,0.009606198503331219
BR,2020-03-24,Bihar,0,3,104099452,0.0
BR,2020-03-25,Bihar,1,4,104099452,0.009606198503331219
BR,2020-03-26,Bihar,3,7,104099452,0.028818595509993654
BR,2020-03-27,Bihar,2,9,104099452,0.019212397006662437
BR,2020-03-28,Bihar,2,11,104099452,0.019212397006662437
BR,2020-03-29,Bihar,4,15,104099452,0.038424794013324874
BR,2020-03-30,Bihar,0,15,104099452,0.0
BR,2020-03-31,Bihar,6,21,104099452,0.05763719101998731
BR,2020-04-01,Bihar,3,24,104099452,0.028818595509993654
BR,2020-04-02,Bihar,5,29,104099452,0.04803099251665609
BR,2020-04-03,Bihar,2,31,104099452,0.019212397006662437
BR,2020-04-04,Bihar,1,32,104099452,0.009606198503331219
BR,2020-04-05,Bihar,0,32,104099452,0.0
BR,2020-04-06,Bihar,0,32,104099452,0.0
BR,2020-04-07,Bihar,6,38,104099452,0.05763719101998731
BR,2020-04-08,Bihar,1,39,104099452,0.009606198503331219
BR,2020-04-09,Bihar,19,58,104099452,0.18251777156329316
BR,2020-04-10,Bihar,2,60,104099452,0.019212397006662437
BR,2020-04-11,Bihar,4,64,104099452,0.038424794013324874
BR,2020-04-12,Bihar,0,64,104099452,0.0
BR,2020-04-13,Bihar,2,66,104099452,0.019212397006662437
BR,2020-04-14,Bihar,0,66,104099452,0.0
BR,2020-04-15,Bihar,6,72,104099452,0.05763719101998731
